run_id,final_pnl,fees,adverse_selection,spread_capture,forced_liquidations,extra_spread_ticks,gamma,k_vol,hold_time,hedge_fraction
0c5d7763,-0.29919106491070124,-0.846385587751927,-0.12137521699038864,0.7947334258003017,0,20,0.08,2,1.5,0.2
07a7baad,-0.7085489845649136,-0.8832839717740589,-0.12960626843665732,0.8044115421089187,0,25,0.16,6,1.5,0.025
07d54e4a,-0.21425595811888343,-1.7270538730675378,-0.17529374050083305,1.7540996969835783,0,10,0.08,6,1.0,1.0
f900d5d5,-0.31075062272066134,-0.620499593936159,-0.06697393666303716,0.42083128195894204,0,15,0.12,6,2.0,0.2
1bb893a1,-0.531502568108408,-1.353266719228879,-0.08473924816687292,0.6491804318670621,0,10,0.12,4,2.0,0.2
cd116750,-3.317539537947596,-3.515342306745701,-0.26934708570695726,2.056621902411628,0,10,0.08,4,1.0,0.025
364b0854,-2.1558796147492103,-0.407540005036615,-0.11058729453471701,0.8805586821124198,0,30,0.16,4,1.5,0.025
72536098,0.29367615472438047,-1.1798184098401572,-0.09855566957033318,0.6025792716942792,0,15,0.08,2,2.0,0.025
e559bd2d,-0.37213984941445233,-0.8656358346352512,-0.09941164025601992,0.7423464318046069,0,25,0.08,4,2.0,0.2
78ad34a8,-0.05237633938304498,-1.4198492006314196,-0.17063724912159353,1.0865048112402051,0,30,0.12,2,1.0,0.025
02544e67,-2.159971283243067,-0.7952537941422537,-0.12685423170132132,0.9700605505619596,0,15,0.16,2,1.5,0.025
a1f29090,-2.5998718864011607,-1.1390833617540348,-0.13483146238075502,1.1262881524673234,0,15,0.16,2,1.5,1.0
bd55aba5,-2.171618651553217,-0.8853040995425897,-0.13311841582590705,1.0942779764318027,0,25,0.16,6,1.5,1.0
9fba1814,-0.20353898358371225,-1.3522337556101485,-0.14121308146393796,0.9717389259750397,0,25,0.12,6,1.5,0.025
d87682d9,-1.4898076314711943,-1.4267822904191403,-0.14695880252921478,1.2420347438236883,0,15,0.12,4,1.5,0.025
e2b307cf,-0.8852907959044387,-0.6640529475173291,-0.14042010578583794,1.0687670763190737,0,20,0.12,4,1.5,0.2
08403708,-2.5184061749496323,-0.44390657996511107,-0.08109439940925879,0.5742534698006951,0,10,0.08,6,2.0,0.2
d06317ea,-3.7476302279883384,-0.961742342898307,-0.16592293600260835,1.2533891026901935,0,10,0.16,4,1.5,0.025
21d3a6fe,-1.1507532694540714,-1.0842933452632784,-0.1216895303739116,0.736086272789365,0,15,0.12,4,1.5,0.025
441c46ba,-2.0552364068989846,-1.1136230732327304,-0.17189826306533817,1.4368524544531154,0,30,0.12,6,1.5,1.0
1f39aa86,-1.802610126478612,-1.5638463409991656,-0.20660706353822972,1.3970343819588098,0,25,0.16,6,1.0,0.025
37862970,-2.472882677184316,-1.8463407942351213,-0.22371536813191714,1.967247511036951,0,30,0.08,6,1.0,1.0
82eaf803,-0.9245811940381827,-0.6545637276752335,-0.08918885995268078,0.6399111480301067,0,25,0.16,2,1.5,1.0
d10b753b,-0.7334948003626778,-0.7646824813814499,-0.13527182951925276,0.9400822400146881,0,15,0.08,6,1.5,0.025
41ba9ba9,-0.11965677728221635,-0.6739039311035083,-0.08408067341497101,0.5504420216859144,0,15,0.16,6,2.0,0.025
ae9c0b75,-1.109382404900316,-2.3596792864246283,-0.21188652495857996,1.4650945862061797,0,10,0.12,6,1.0,1.0
ed496265,-0.38216327704321884,-0.8381226058444953,-0.07722601748534125,0.6580502277554551,0,30,0.16,6,2.0,0.2
e8cc1baf,-0.46068461710819975,-0.5080167891148851,-0.09848816766786883,0.7778376616880311,0,20,0.08,2,2.0,0.2
b8c59ebf,0.1785174387441657,-1.4086038211975018,-0.09511132509663482,0.7092121664873797,0,10,0.12,6,2.0,1.0
a3a7cb0b,-1.631037138733518,-0.0948551123366321,-0.0952498273618945,0.5310326523796058,0,25,0.08,2,2.0,1.0
02691e6d,-2.0513463417519233,-2.586838911657878,-0.23138462160550294,1.5100856484503535,0,10,0.12,2,1.0,0.2
b5edb544,-1.5730196551630797,-2.0211907692312168,-0.12761241595964679,1.164771707869878,0,15,0.16,6,1.5,0.025
6a1c060a,-3.5411532718298986,-1.2144183925859124,-0.20098887429504683,1.6286833625423147,0,15,0.16,6,1.0,0.2
6712a1a3,-0.36200194193588686,-0.8796109893649915,-0.10220125221994224,0.5529421806437859,0,25,0.16,4,2.0,0.025
2e1d2ff9,-1.966019514020445,-0.22312878489503335,-0.09085662259440924,0.7705665563986885,0,15,0.08,2,2.0,0.2
8fe1de77,-0.688046364357433,-2.3481633430272257,-0.20565606557012625,1.6348557714580516,0,25,0.08,2,1.0,1.0
aa900a0f,-0.3507355492001807,-1.5195639813990325,-0.22091031250676307,1.417270198591122,0,25,0.16,6,1.0,0.2
5e305534,-2.0987430816167034,-0.7858975928202736,-0.13304373318945623,1.000928861520333,0,15,0.16,2,1.5,0.025
c1b41e47,0.39701009615782823,-0.42129683001333906,-0.09365796792915466,0.5316520194409302,0,25,0.08,6,2.0,1.0
2e870b9a,-2.8609772222425818,-0.2985170517880926,-0.08694843991838518,0.6444827144600669,0,20,0.08,4,1.5,0.025
1b03ee34,-1.3125634265106783,-1.222575020020393,-0.2009510925927428,1.450997370681204,0,15,0.16,4,1.0,1.0
